row_1,row_2,row_3,row_4,solution_count
yellow hippo;red lion;red giraffe;blue giraffe,green hippo;green giraffe;yellow camel;red hippo,blue hippo;green camel;blue lion;blue camel,green lion;yellow lion;red camel;yellow giraffe,264
yellow giraffe;red hippo;green lion;green giraffe,yellow hippo;yellow camel;red camel;blue lion,blue giraffe;blue hippo;blue camel;yellow lion,green camel;red giraffe;red lion;green hippo,122
green camel;red camel;red lion;yellow camel,blue giraffe;red hippo;blue camel;green lion,red giraffe;yellow hippo;yellow lion;yellow giraffe,blue hippo;blue lion;green giraffe;green hippo,33
green camel;red camel;green giraffe;green lion,red hippo;yellow lion;yellow giraffe;green hippo,blue giraffe;red giraffe;blue hippo;red lion,yellow camel;blue lion;yellow hippo;blue camel,0
red hippo;red lion;blue camel;yellow hippo,yellow camel;red camel;blue hippo;blue lion,red giraffe;yellow giraffe;green giraffe;yellow lion,green hippo;green camel;blue giraffe;green lion,45
red lion;blue lion;yellow camel;blue giraffe,yellow giraffe;red giraffe;green lion;green giraffe,blue hippo;red camel;green hippo;yellow lion,blue camel;green camel;red hippo;yellow hippo,15
red hippo;green hippo;blue hippo;blue camel,green giraffe;red camel;yellow lion;yellow camel,green camel;yellow giraffe;yellow hippo;red giraffe,blue giraffe;red lion;blue lion;green lion,16
yellow hippo;red hippo;red lion;green giraffe,green hippo;red camel;green camel;yellow lion,blue lion;red giraffe;blue giraffe;blue camel,yellow camel;yellow giraffe;green lion;blue hippo,24
red lion;green hippo;yellow lion;blue hippo,yellow camel;yellow hippo;blue lion;green camel,yellow giraffe;green giraffe;blue camel;red giraffe,red hippo;green lion;blue giraffe;red camel,5
red giraffe;green hippo;red camel;yellow hippo,yellow giraffe;green lion;blue lion;red lion,green giraffe;blue giraffe;yellow camel;green camel,yellow lion;blue camel;blue hippo;red hippo,55
green lion;yellow hippo;red hippo;green hippo,blue hippo;blue camel;green camel;blue lion,red lion;yellow lion;red camel;green giraffe,yellow camel;yellow giraffe;blue giraffe;red giraffe,14
yellow lion;yellow giraffe;green camel;blue giraffe,blue camel;red giraffe;blue lion;yellow hippo,red camel;blue hippo;yellow camel;green lion,green giraffe;green hippo;red hippo;red lion,0
green giraffe;yellow lion;red camel;blue hippo,green hippo;yellow hippo;blue lion;red lion,blue giraffe;yellow giraffe;green lion;red giraffe,green camel;red hippo;blue camel;yellow camel,35
blue camel;yellow lion;blue lion;red hippo,red giraffe;yellow giraffe;green giraffe;blue hippo,yellow camel;green hippo;red lion;green lion,yellow hippo;blue giraffe;red camel;green camel,2
yellow lion;blue camel;blue hippo;red giraffe,yellow hippo;red lion;green hippo;green giraffe,blue giraffe;red camel;yellow camel;green lion,green camel;red hippo;blue lion;yellow giraffe,0
yellow hippo;green hippo;green lion;blue lion,red lion;yellow giraffe;red camel;blue hippo,yellow camel;red hippo;blue camel;yellow lion,green camel;green giraffe;blue giraffe;red giraffe,6
blue giraffe;green giraffe;yellow lion;green camel,yellow camel;yellow hippo;green lion;blue camel,blue lion;green hippo;blue hippo;red lion,red giraffe;yellow giraffe;red hippo;red camel,69
red hippo;green lion;yellow giraffe;green giraffe,green hippo;blue hippo;red giraffe;blue giraffe,red lion;red camel;blue camel;yellow camel,green camel;yellow hippo;blue lion;yellow lion,271
yellow giraffe;red camel;yellow lion;blue camel,green lion;green hippo;blue hippo;red lion,yellow hippo;red hippo;green camel;green giraffe,yellow camel;red giraffe;blue lion;blue giraffe,9
yellow hippo;yellow lion;blue camel;green lion,yellow giraffe;red giraffe;green hippo;red hippo,blue hippo;green giraffe;red camel;blue lion,red lion;blue giraffe;yellow camel;green camel,8
yellow camel;yellow lion;blue giraffe;red giraffe,green giraffe;red hippo;blue lion;green camel,green hippo;blue hippo;blue camel;green lion,red lion;red camel;yellow hippo;yellow giraffe,32
yellow giraffe;green giraffe;yellow camel;red lion,yellow hippo;red giraffe;yellow lion;green camel,blue hippo;green hippo;blue giraffe;blue lion,red camel;blue camel;red hippo;green lion,9
green giraffe;green hippo;yellow lion;red camel,blue hippo;blue lion;blue giraffe;red hippo,yellow hippo;blue camel;red giraffe;green camel,yellow giraffe;green lion;red lion;yellow camel,236
red giraffe;red camel;red lion;blue camel,green camel;yellow camel;green lion;blue hippo,blue giraffe;yellow hippo;green giraffe;yellow lion,blue lion;yellow giraffe;red hippo;green hippo,3
green giraffe;yellow camel;yellow hippo;red hippo,blue hippo;yellow lion;blue camel;yellow giraffe,green camel;green hippo;red lion;red camel,blue giraffe;green lion;red giraffe;blue lion,0
yellow lion;green lion;yellow camel;red giraffe,green hippo;red hippo;blue lion;red camel,yellow giraffe;blue hippo;red lion;blue camel,green camel;yellow hippo;green giraffe;blue giraffe,105
red giraffe;green giraffe;red lion;yellow giraffe,green hippo;blue hippo;yellow lion;green lion,green camel;blue giraffe;red camel;red hippo,blue camel;blue lion;yellow camel;yellow hippo,10
green lion;yellow giraffe;green camel;blue lion,yellow lion;yellow camel;blue giraffe;red hippo,blue camel;green hippo;yellow hippo;red camel,red lion;green giraffe;blue hippo;red giraffe,66
green hippo;green lion;green camel;yellow giraffe,red lion;blue giraffe;yellow lion;blue hippo,red giraffe;blue camel;yellow camel;red hippo,yellow hippo;green giraffe;red camel;blue lion,20
yellow giraffe;blue hippo;green lion;red hippo,red camel;blue camel;green camel;blue giraffe,yellow hippo;yellow lion;yellow camel;blue lion,red giraffe;green giraffe;green hippo;red lion,27
yellow hippo;red lion;red camel;blue giraffe,green lion;green giraffe;green camel;yellow camel,red giraffe;yellow lion;blue lion;blue hippo,green hippo;blue camel;yellow giraffe;red hippo,26
green giraffe;yellow camel;green hippo;red lion,red giraffe;blue hippo;yellow hippo;green camel,yellow lion;blue giraffe;blue lion;green lion,red hippo;yellow giraffe;blue camel;red camel,21
green lion;yellow hippo;blue hippo;blue camel,green hippo;red hippo;green giraffe;blue lion,red lion;yellow camel;yellow giraffe;green camel,red giraffe;yellow lion;red camel;blue giraffe,46
blue hippo;red hippo;green giraffe;blue giraffe,blue lion;green lion;yellow camel;green camel,yellow giraffe;red giraffe;red lion;green hippo,red camel;yellow hippo;blue camel;yellow lion,0
red giraffe;green giraffe;green hippo;blue lion,yellow giraffe;yellow camel;yellow lion;red lion,blue giraffe;blue camel;green camel;red hippo,blue hippo;red camel;yellow hippo;green lion,1265
yellow camel;red lion;blue lion;yellow giraffe,yellow lion;green hippo;red giraffe;blue hippo,blue camel;green giraffe;yellow hippo;green camel,red camel;green lion;red hippo;blue giraffe,0
blue giraffe;green hippo;green giraffe;blue lion,blue hippo;yellow lion;red giraffe;yellow camel,yellow hippo;red lion;green lion;red hippo,green camel;blue camel;yellow giraffe;red camel,1
blue camel;yellow giraffe;red giraffe;yellow hippo,red camel;blue giraffe;green hippo;red hippo,green giraffe;yellow camel;yellow lion;red lion,blue hippo;green camel;green lion;blue lion,55
red lion;blue lion;red camel;red giraffe,red hippo;yellow hippo;green lion;blue hippo,yellow camel;green hippo;yellow lion;yellow giraffe,green giraffe;green camel;blue camel;blue giraffe,0
red lion;green hippo;yellow giraffe;green lion,yellow lion;yellow camel;green camel;yellow hippo,blue lion;green giraffe;blue hippo;blue camel,blue giraffe;red hippo;red camel;red giraffe,0
green giraffe;blue camel;yellow camel;red giraffe,red camel;green hippo;green camel;green lion,blue lion;yellow giraffe;red hippo;yellow lion,red lion;blue giraffe;blue hippo;yellow hippo,3
blue giraffe;red hippo;red giraffe;yellow giraffe,green camel;blue camel;green hippo;yellow camel,red lion;blue hippo;green giraffe;blue lion,yellow hippo;green lion;red camel;yellow lion,0
red giraffe;blue giraffe;green lion;green hippo,blue camel;red camel;yellow camel;red hippo,green camel;red lion;yellow giraffe;yellow lion,green giraffe;blue lion;yellow hippo;blue hippo,233
blue hippo;yellow lion;yellow giraffe;green camel,red camel;yellow camel;red lion;yellow hippo,red giraffe;blue camel;blue giraffe;green giraffe,blue lion;red hippo;green hippo;green lion,94
yellow hippo;red hippo;blue camel;red lion,blue giraffe;yellow camel;red camel;blue hippo,green hippo;yellow lion;red giraffe;green camel,yellow giraffe;green lion;green giraffe;blue lion,2
yellow lion;yellow giraffe;blue lion;green giraffe,red giraffe;blue hippo;yellow hippo;green camel,red hippo;green lion;blue giraffe;red lion,green hippo;blue camel;red camel;yellow camel,5
yellow camel;green lion;yellow hippo;blue giraffe,blue hippo;yellow giraffe;green hippo;green camel,red hippo;red lion;yellow lion;red camel,green giraffe;red giraffe;blue camel;blue lion,0
red giraffe;blue hippo;red camel;green camel,yellow lion;red lion;blue giraffe;yellow hippo,red hippo;blue lion;green hippo;blue camel,green giraffe;green lion;yellow giraffe;yellow camel,35
yellow camel;green giraffe;yellow giraffe;red giraffe,red hippo;red camel;blue hippo;red lion,blue giraffe;blue camel;yellow hippo;yellow lion,green hippo;blue lion;green camel;green lion,0
green hippo;green lion;green camel;yellow camel,red camel;blue giraffe;yellow lion;green giraffe,red giraffe;red lion;yellow hippo;yellow giraffe,red hippo;blue camel;blue hippo;blue lion,299
yellow lion;green camel;red hippo;yellow giraffe,blue camel;blue hippo;green hippo;yellow camel,green giraffe;green lion;blue lion;red giraffe,blue giraffe;yellow hippo;red camel;red lion,62
red hippo;yellow giraffe;red lion;green lion,yellow lion;blue lion;green giraffe;red camel,green camel;red giraffe;blue hippo;yellow camel,green hippo;blue giraffe;blue camel;yellow hippo,4
red giraffe;blue giraffe;red lion;blue hippo,red camel;yellow lion;green hippo;red hippo,green camel;green lion;green giraffe;yellow camel,blue lion;blue camel;yellow giraffe;yellow hippo,52
yellow lion;blue camel;red giraffe;yellow hippo,green lion;blue giraffe;yellow camel;blue hippo,red camel;yellow giraffe;green giraffe;green hippo,green camel;red lion;blue lion;red hippo,159
green hippo;yellow camel;red giraffe;green giraffe,blue camel;yellow hippo;red camel;blue lion,red lion;blue giraffe;green lion;blue hippo,yellow lion;red hippo;yellow giraffe;green camel,0
red hippo;green lion;blue camel;blue hippo,green giraffe;blue lion;red camel;red giraffe,red lion;green hippo;yellow lion;yellow giraffe,yellow hippo;blue giraffe;yellow camel;green camel,6
blue hippo;red camel;red hippo;green lion,yellow camel;yellow giraffe;yellow lion;blue camel,blue giraffe;blue lion;green camel;red lion,green giraffe;red giraffe;green hippo;yellow hippo,4
yellow lion;yellow giraffe;red lion;green lion,blue lion;red hippo;yellow camel;green hippo,red camel;red giraffe;yellow hippo;blue hippo,blue camel;green giraffe;blue giraffe;green camel,3
blue hippo;green giraffe;green camel;yellow giraffe,red hippo;yellow lion;blue camel;blue giraffe,red camel;green lion;green hippo;red lion,blue lion;yellow camel;red giraffe;yellow hippo,0
yellow giraffe;green giraffe;green lion;yellow lion,blue lion;red hippo;yellow camel;blue camel,blue giraffe;green camel;yellow hippo;red camel,green hippo;red lion;red giraffe;blue hippo,87
yellow hippo;red giraffe;yellow camel;blue lion,red camel;yellow giraffe;green giraffe;red lion,blue giraffe;blue camel;yellow lion;green hippo,green camel;blue hippo;green lion;red hippo,0
yellow lion;yellow giraffe;blue camel;green giraffe,red camel;green hippo;green camel;red hippo,green lion;blue lion;blue hippo;blue giraffe,red lion;red giraffe;yellow camel;yellow hippo,5
red hippo;blue camel;blue giraffe;yellow hippo,red giraffe;yellow lion;green camel;green lion,blue hippo;red lion;yellow giraffe;green hippo,green giraffe;yellow camel;red camel;blue lion,10
blue camel;red hippo;blue hippo;red lion,blue lion;yellow giraffe;yellow lion;red camel,green giraffe;red giraffe;yellow camel;green hippo,yellow hippo;green lion;green camel;blue giraffe,0
yellow giraffe;yellow camel;blue giraffe;green hippo,green giraffe;yellow lion;red giraffe;yellow hippo,green lion;red hippo;green camel;red lion,red camel;blue camel;blue lion;blue hippo,0
green hippo;green camel;red hippo;yellow hippo,yellow giraffe;red camel;blue hippo;yellow lion,red lion;green lion;green giraffe;blue lion,blue giraffe;red giraffe;yellow camel;blue camel,153
blue lion;red camel;yellow hippo;green hippo,blue giraffe;green lion;green giraffe;green camel,blue hippo;yellow lion;red lion;yellow camel,red giraffe;red hippo;yellow giraffe;blue camel,148
red lion;blue camel;yellow hippo;green camel,blue giraffe;red hippo;yellow giraffe;yellow camel,green giraffe;red camel;blue lion;red giraffe,yellow lion;green hippo;blue hippo;green lion,0
red camel;blue lion;red lion;red giraffe,blue giraffe;yellow hippo;green lion;red hippo,yellow giraffe;green hippo;green giraffe;yellow camel,blue camel;green camel;yellow lion;blue hippo,19
green giraffe;green hippo;yellow lion;green camel,red camel;red lion;blue giraffe;red giraffe,blue lion;yellow giraffe;blue camel;yellow camel,green lion;blue hippo;red hippo;yellow hippo,0
green giraffe;red lion;yellow giraffe;green camel,red hippo;green lion;blue hippo;green hippo,blue lion;yellow lion;red camel;yellow hippo,red giraffe;blue camel;blue giraffe;yellow camel,13
yellow camel;yellow hippo;blue hippo;red giraffe,green lion;red lion;green giraffe;yellow giraffe,green hippo;red hippo;blue lion;blue camel,green camel;blue giraffe;yellow lion;red camel,28
green camel;red hippo;blue hippo;yellow giraffe,green giraffe;green lion;blue giraffe;red camel,blue lion;red lion;yellow hippo;yellow lion,blue camel;green hippo;red giraffe;yellow camel,218
blue giraffe;red camel;green hippo;red lion,red hippo;yellow hippo;green lion;blue camel,red giraffe;blue hippo;yellow giraffe;green camel,yellow lion;green giraffe;yellow camel;blue lion,19
red camel;blue lion;green giraffe;yellow camel,blue giraffe;blue hippo;yellow giraffe;red hippo,red giraffe;blue camel;yellow hippo;yellow lion,green camel;green lion;red lion;green hippo,23
red lion;green giraffe;yellow hippo;blue hippo,red camel;yellow giraffe;green camel;yellow lion,yellow camel;green hippo;blue lion;red giraffe,blue giraffe;red hippo;green lion;blue camel,0
red giraffe;green camel;blue hippo;yellow giraffe,green hippo;blue lion;blue giraffe;red hippo,yellow lion;blue camel;yellow hippo;yellow camel,green giraffe;red lion;red camel;green lion,8
red lion;yellow giraffe;red giraffe;blue hippo,red hippo;yellow hippo;yellow camel;blue lion,blue camel;green hippo;green camel;green lion,blue giraffe;green giraffe;yellow lion;red camel,2
green giraffe;blue camel;yellow giraffe;red camel,yellow camel;blue lion;green hippo;yellow lion,red giraffe;red lion;green lion;blue giraffe,red hippo;blue hippo;yellow hippo;green camel,0
blue lion;red lion;yellow giraffe;green hippo,green lion;green giraffe;yellow hippo;yellow camel,blue camel;yellow lion;red camel;blue hippo,red giraffe;red hippo;green camel;blue giraffe,46
yellow giraffe;blue giraffe;blue camel;yellow hippo,red giraffe;blue hippo;green hippo;green camel,red hippo;blue lion;yellow lion;yellow camel,green giraffe;red camel;red lion;green lion,1816
blue hippo;green camel;yellow giraffe;red camel,yellow hippo;blue lion;red giraffe;red hippo,green giraffe;red lion;green lion;yellow camel,green hippo;blue giraffe;yellow lion;blue camel,49
green hippo;blue giraffe;blue hippo;red hippo,red giraffe;green camel;red lion;yellow hippo,blue camel;red camel;yellow giraffe;yellow camel,blue lion;green giraffe;green lion;yellow lion,3
yellow hippo;green hippo;red giraffe;yellow giraffe,green lion;blue lion;blue camel;red lion,blue giraffe;blue hippo;green giraffe;red camel,yellow lion;red hippo;green camel;yellow camel,153
red camel;blue giraffe;red giraffe;yellow lion,red hippo;blue hippo;green camel;blue camel,yellow hippo;green hippo;yellow camel;red lion,blue lion;green giraffe;green lion;yellow giraffe,47
green hippo;green camel;yellow camel;blue lion,blue giraffe;yellow hippo;yellow lion;green giraffe,blue camel;blue hippo;red lion;red hippo,yellow giraffe;red giraffe;red camel;green lion,41
yellow lion;green lion;green camel;green hippo,yellow giraffe;red camel;yellow hippo;blue hippo,red lion;green giraffe;blue giraffe;yellow camel,blue lion;red hippo;red giraffe;blue camel,197
yellow camel;red giraffe;red lion;green giraffe,yellow giraffe;blue hippo;red hippo;blue giraffe,blue lion;green hippo;green camel;yellow hippo,green lion;yellow lion;red camel;blue camel,6
red hippo;green camel;yellow hippo;blue lion,blue hippo;red lion;blue giraffe;blue camel,red camel;green lion;red giraffe;green hippo,yellow camel;green giraffe;yellow giraffe;yellow lion,4
blue camel;red lion;blue lion;red hippo,yellow lion;blue hippo;red camel;yellow camel,green lion;green hippo;yellow giraffe;blue giraffe,green camel;green giraffe;red giraffe;yellow hippo,68
red hippo;red lion;blue camel;blue giraffe,green camel;yellow giraffe;yellow hippo;green hippo,blue hippo;yellow lion;red giraffe;blue lion,green giraffe;yellow camel;green lion;red camel,8
green giraffe;red giraffe;blue camel;green camel,yellow lion;yellow camel;green hippo;green lion,red hippo;red camel;yellow giraffe;blue lion,blue hippo;red lion;blue giraffe;yellow hippo,5
blue lion;red hippo;yellow camel;green camel,blue camel;yellow giraffe;blue giraffe;red lion,yellow hippo;blue hippo;yellow lion;green lion,red giraffe;red camel;green giraffe;green hippo,7
blue camel;yellow camel;green lion;yellow hippo,blue lion;red camel;yellow giraffe;green giraffe,yellow lion;red hippo;blue giraffe;green camel,green hippo;red giraffe;red lion;blue hippo,1
green hippo;green camel;yellow giraffe;green lion,red hippo;blue hippo;yellow camel;blue giraffe,red lion;red camel;yellow lion;green giraffe,yellow hippo;red giraffe;blue lion;blue camel,81
yellow hippo;blue giraffe;red giraffe;yellow camel,red hippo;blue lion;red lion;green giraffe,green lion;blue camel;blue hippo;green camel,red camel;yellow lion;yellow giraffe;green hippo,2
blue lion;yellow giraffe;green hippo;green camel,blue giraffe;yellow camel;yellow hippo;red hippo,green giraffe;blue hippo;red giraffe;yellow lion,green lion;red lion;red camel;blue camel,65
green hippo;blue camel;red camel;yellow hippo,red lion;blue giraffe;green camel;red giraffe,blue hippo;yellow camel;red hippo;green giraffe,yellow lion;blue lion;green lion;yellow giraffe,64
red hippo;yellow lion;red giraffe;blue giraffe,green camel;blue camel;yellow camel;blue hippo,red camel;blue lion;green giraffe;red lion,green lion;yellow hippo;yellow giraffe;green hippo,0
blue lion;blue camel;yellow lion;blue giraffe,green lion;green camel;red camel;yellow hippo,yellow camel;red hippo;red lion;green hippo,blue hippo;yellow giraffe;green giraffe;red giraffe,21
blue camel;yellow camel;red giraffe;blue hippo,green lion;yellow hippo;green camel;red lion,red hippo;green hippo;blue lion;yellow lion,green giraffe;blue giraffe;yellow giraffe;red camel,7
yellow lion;yellow hippo;blue hippo;red hippo,green camel;red lion;blue camel;yellow camel,red giraffe;blue giraffe;blue lion;yellow giraffe,green hippo;red camel;green lion;green giraffe,31
red hippo;red giraffe;yellow lion;blue giraffe,blue lion;green camel;blue hippo;blue camel,green hippo;yellow camel;red camel;yellow giraffe,red lion;yellow hippo;green giraffe;green lion,5
yellow giraffe;yellow lion;green giraffe;blue giraffe,yellow hippo;red lion;yellow camel;green lion,red giraffe;blue hippo;green camel;blue lion,red hippo;red camel;green hippo;blue camel,100
red giraffe;blue hippo;yellow camel;blue lion,blue giraffe;yellow lion;blue camel;green camel,yellow giraffe;green lion;red lion;red camel,yellow hippo;green giraffe;red hippo;green hippo,39
green hippo;red hippo;yellow hippo;blue camel,green giraffe;red camel;blue hippo;green lion,yellow camel;red lion;green camel;blue giraffe,blue lion;yellow lion;yellow giraffe;red giraffe,5
red camel;red lion;yellow giraffe;green lion,blue lion;yellow hippo;blue hippo;green giraffe,green camel;red giraffe;yellow camel;blue camel,green hippo;red hippo;yellow lion;blue giraffe,40
yellow lion;red giraffe;green giraffe;green camel,red camel;yellow giraffe;green hippo;blue hippo,blue giraffe;red lion;yellow hippo;yellow camel,blue lion;red hippo;blue camel;green lion,43
green hippo;red hippo;blue camel;green lion,red camel;blue lion;red lion;green giraffe,blue hippo;green camel;yellow camel;yellow giraffe,red giraffe;blue giraffe;yellow lion;yellow hippo,253
blue hippo;blue giraffe;green hippo;red camel,green camel;yellow giraffe;yellow camel;red hippo,green giraffe;yellow lion;red lion;yellow hippo,blue camel;red giraffe;blue lion;green lion,36
blue lion;red lion;red hippo;yellow lion,yellow giraffe;green lion;green camel;blue camel,red camel;yellow camel;blue giraffe;green hippo,blue hippo;red giraffe;green giraffe;yellow hippo,26
yellow giraffe;blue hippo;red giraffe;green hippo,blue camel;red lion;red camel;yellow camel,green lion;yellow hippo;green giraffe;blue giraffe,red hippo;blue lion;yellow lion;green camel,0
red lion;blue giraffe;yellow camel;red camel,yellow lion;yellow giraffe;green giraffe;green hippo,yellow hippo;blue hippo;blue lion;green camel,green lion;red giraffe;red hippo;blue camel,506
red hippo;green giraffe;red lion;blue giraffe,red camel;red giraffe;green camel;green hippo,yellow camel;yellow giraffe;blue camel;blue hippo,blue lion;yellow hippo;yellow lion;green lion,3
blue camel;green hippo;green lion;red lion,yellow camel;blue lion;yellow hippo;yellow lion,red camel;red giraffe;green camel;red hippo,blue giraffe;green giraffe;blue hippo;yellow giraffe,151
red lion;blue giraffe;red hippo;yellow giraffe,green lion;green camel;blue lion;red camel,blue hippo;blue camel;yellow hippo;green hippo,yellow lion;green giraffe;yellow camel;red giraffe,12
red giraffe;yellow hippo;green hippo;yellow camel,blue giraffe;yellow giraffe;blue hippo;red hippo,blue camel;green giraffe;green lion;green camel,red lion;blue lion;red camel;yellow lion,73
red lion;red hippo;green lion;blue hippo,yellow hippo;blue giraffe;yellow lion;green camel,green giraffe;red giraffe;green hippo;red camel,yellow giraffe;blue lion;yellow camel;blue camel,26
red hippo;yellow hippo;yellow camel;green lion,red giraffe;red camel;blue hippo;yellow giraffe,green hippo;red lion;blue camel;blue lion,blue giraffe;green giraffe;yellow lion;green camel,71
green camel;blue camel;red giraffe;yellow lion,green giraffe;red lion;green hippo;yellow camel,blue giraffe;red hippo;green lion;blue lion,red camel;yellow giraffe;yellow hippo;blue hippo,98
blue camel;yellow hippo;green camel;green giraffe,red camel;yellow giraffe;blue hippo;red giraffe,red lion;yellow lion;green hippo;yellow camel,blue giraffe;blue lion;green lion;red hippo,20
red hippo;blue giraffe;blue lion;green hippo,green camel;blue hippo;yellow hippo;green giraffe,red lion;green lion;yellow giraffe;yellow lion,red giraffe;red camel;blue camel;yellow camel,44
red camel;yellow lion;green camel;green lion,yellow hippo;red hippo;yellow giraffe;blue hippo,red giraffe;yellow camel;green giraffe;green hippo,blue camel;blue giraffe;blue lion;red lion,65
blue lion;red giraffe;yellow lion;green hippo,yellow giraffe;blue giraffe;green giraffe;yellow camel,yellow hippo;red hippo;red camel;blue camel,green lion;red lion;blue hippo;green camel,78
blue camel;yellow hippo;blue giraffe;yellow lion,green giraffe;blue lion;yellow giraffe;green hippo,red giraffe;green lion;yellow camel;red hippo,red camel;red lion;green camel;blue hippo,0
green giraffe;yellow camel;red hippo;yellow giraffe,red camel;blue lion;red giraffe;red lion,blue camel;yellow lion;green hippo;green camel,yellow hippo;blue hippo;blue giraffe;green lion,0
yellow hippo;green camel;yellow camel;green lion,blue hippo;red camel;yellow giraffe;green hippo,blue camel;green giraffe;yellow lion;red lion,red hippo;blue lion;blue giraffe;red giraffe,146
yellow camel;red giraffe;green giraffe;blue hippo,yellow lion;green hippo;green lion;red camel,red hippo;blue giraffe;blue lion;yellow giraffe,green camel;yellow hippo;red lion;blue camel,1
yellow lion;red giraffe;green camel;red hippo,blue hippo;blue giraffe;yellow giraffe;green giraffe,green lion;blue lion;yellow hippo;red lion,yellow camel;red camel;blue camel;green hippo,34
red camel;green camel;green hippo;red lion,red hippo;yellow camel;green giraffe;blue giraffe,yellow hippo;yellow giraffe;blue lion;blue camel,green lion;blue hippo;yellow lion;red giraffe,88
yellow giraffe;blue giraffe;yellow camel;red hippo,blue lion;green giraffe;blue hippo;green lion,yellow hippo;red camel;green camel;red giraffe,yellow lion;blue camel;red lion;green hippo,24
red lion;red camel;blue giraffe;yellow camel,green camel;red giraffe;green giraffe;green lion,yellow lion;blue hippo;yellow hippo;blue lion,red hippo;green hippo;yellow giraffe;blue camel,18
blue camel;blue hippo;blue lion;blue giraffe,red lion;red hippo;green hippo;yellow hippo,yellow camel;red camel;red giraffe;yellow giraffe,green giraffe;green lion;yellow lion;green camel,57
yellow giraffe;green camel;green lion;red giraffe,blue lion;red camel;yellow lion;blue giraffe,red hippo;green hippo;yellow camel;blue camel,green giraffe;red lion;blue hippo;yellow hippo,6
red giraffe;blue lion;green hippo;green giraffe,blue hippo;green camel;blue giraffe;green lion,yellow giraffe;red hippo;red lion;yellow hippo,blue camel;yellow camel;red camel;yellow lion,8
green giraffe;blue giraffe;green hippo;green camel,green lion;yellow hippo;yellow giraffe;red giraffe,red camel;blue camel;blue lion;red hippo,yellow lion;yellow camel;blue hippo;red lion,55
green giraffe;yellow camel;blue hippo;red camel,red lion;red giraffe;blue lion;yellow giraffe,yellow lion;green camel;red hippo;yellow hippo,green hippo;blue giraffe;green lion;blue camel,0
yellow lion;green camel;green hippo;red giraffe,yellow camel;green giraffe;green lion;yellow hippo,blue camel;blue lion;red lion;blue giraffe,yellow giraffe;blue hippo;red hippo;red camel,143
red giraffe;green hippo;green lion;yellow lion,yellow camel;red lion;red camel;blue hippo,yellow giraffe;red hippo;blue giraffe;green camel,green giraffe;blue camel;blue lion;yellow hippo,29
yellow lion;blue camel;red giraffe;red lion,green camel;blue lion;green hippo;yellow camel,yellow giraffe;green lion;blue giraffe;blue hippo,red camel;green giraffe;red hippo;yellow hippo,14
yellow giraffe;blue giraffe;blue camel;yellow hippo,green camel;blue lion;yellow camel;red lion,yellow lion;green hippo;red giraffe;red hippo,green lion;green giraffe;blue hippo;red camel,202
yellow hippo;blue giraffe;yellow giraffe;blue lion,yellow camel;red hippo;yellow lion;red camel,red giraffe;green camel;green hippo;red lion,blue hippo;green giraffe;green lion;blue camel,35
red giraffe;green lion;red lion;green giraffe,green hippo;red hippo;blue hippo;red camel,yellow camel;blue giraffe;blue lion;yellow hippo,yellow lion;green camel;blue camel;yellow giraffe,0
blue giraffe;green hippo;yellow giraffe;green lion,blue camel;yellow hippo;red hippo;blue lion,yellow lion;yellow camel;red giraffe;blue hippo,green giraffe;red lion;green camel;red camel,7
blue lion;blue giraffe;blue camel;green camel,blue hippo;red lion;green giraffe;red hippo,red giraffe;green hippo;yellow giraffe;yellow hippo,green lion;yellow lion;red camel;yellow camel,36
blue giraffe;blue hippo;blue lion;red giraffe,blue camel;green giraffe;yellow camel;yellow hippo,green camel;yellow giraffe;red lion;green hippo,red camel;green lion;yellow lion;red hippo,127
yellow giraffe;yellow hippo;red camel;green camel,green lion;yellow lion;blue hippo;green hippo,red lion;blue lion;blue camel;yellow camel,red giraffe;red hippo;blue giraffe;green giraffe,227
red hippo;red camel;blue lion;green hippo,yellow giraffe;red giraffe;yellow hippo;green giraffe,blue giraffe;green camel;blue camel;yellow lion,green lion;yellow camel;red lion;blue hippo,0
yellow giraffe;green hippo;yellow camel;yellow hippo,green camel;blue lion;blue giraffe;red lion,red hippo;yellow lion;blue camel;blue hippo,red camel;green giraffe;red giraffe;green lion,0
green hippo;blue giraffe;red lion;blue lion,green camel;red giraffe;blue camel;yellow giraffe,yellow lion;yellow camel;blue hippo;green giraffe,red camel;yellow hippo;red hippo;green lion,0
blue hippo;red lion;blue lion;green camel,yellow giraffe;yellow hippo;green lion;yellow lion,red hippo;blue camel;blue giraffe;yellow camel,green giraffe;green hippo;red giraffe;red camel,93
blue lion;red lion;yellow giraffe;blue hippo,green hippo;red hippo;yellow lion;green camel,green lion;blue giraffe;green giraffe;yellow camel,red camel;blue camel;red giraffe;yellow hippo,45
red camel;blue camel;red hippo;green hippo,yellow camel;blue giraffe;yellow giraffe;green giraffe,blue hippo;yellow lion;yellow hippo;green camel,red giraffe;red lion;blue lion;green lion,355
yellow lion;blue camel;green lion;green camel,red lion;red hippo;blue lion;green giraffe,blue hippo;green hippo;yellow giraffe;red camel,yellow camel;blue giraffe;yellow hippo;red giraffe,22
red hippo;blue lion;green lion;yellow lion,green hippo;yellow giraffe;yellow camel;green camel,red camel;red lion;red giraffe;green giraffe,yellow hippo;blue camel;blue hippo;blue giraffe,205
